index,img_name,question,caption,gt_answer,qwen_answer,location,answer,modality,content_type,bertscore_f1,sbert_f1,nli_entail_mean,nli_contra_mean,alignment_score
1012,xmlab227/source.jpg,What is the organ on the left side of this image?,"""CT scan of the abdomen showing the spleen on the left side.""",Liver,Spleen,Abdomen,Liver,CT,Organ,0.83286136,0.5177096,0.10994938,0.83430696,1
775,xmlab206/source.jpg,What is the scanning plane of this image?,,Transverse  Plane,Axial plane,Abdomen,Transverse  Plane,CT,Plane,0.8255102,0.6662764,0.24643627,0.6945246,4
190,xmlab131/source.jpg,What is the largest organ in the picture?,,Lung,Lungs,Lung,Lung,X-Ray,Size,0.92026067,0.922527,0.9409836,0.020794958,4
3672,xmlab501/source.jpg,In what plane is this image scanned?,"Transvrsr pln MIR snc of thr brsn tissus, sshwing nn irrgnl lnsion wth slt ndmr crrsung rnt it.",Transverse Plane,Transverse plane,Brain_Tissue,Transverse Plane,MRI,Plane,0.9803918,1.0000001,0.9092313,0.033495013,5
646,xmlab197/source.jpg,Which part of the body does this image belong to?,"""Spine X-ray showing the vertebral column, ribs, and diaphragm.""",Chest,Chest,Lung,Chest,X-Ray,Position,0.9999999,1.0000005,0.9350662,0.016367588,1
5530,xmlab404/source.jpg,Does the lung exist in this picture?,"A lone pelican perches on a rocky shore, gazing out at the endless expanse of ocean.",No,"No, it does not.",Brain_Face,No,CT,Organ,0.8154636,0.17489071,0.6348161,0.006466076,3
3242,xmlab435/source.jpg,"Which kind of weighting is this image generated with, t1 or t2?","This image is a T1-weighted MRI scan of the brain tissue, displaying the cerebrum with its characteristic gyri and sulci.",T2,T1-weighted MRI,Brain_Tissue,T2,MRI,Modality,0.8582442,0.3283765,0.007182901,0.86876994,1
5161,xmlab258/source.jpg,Does the picture contain lung?,CT sckn of th abdmn showin a lrg irgrdl shp dssn in rght uppqr qntn wth srndng edm n possbl involvmnt df jctd strcsrs,Yes,"Yes, it contains lungs.",Abdomen,Yes,CT,Organ,0.84662,0.10730337,0.4740301,0.0033862535,5
2435,xmlab354/source.jpg,Which organs/organ is part of the respiratory system in this image?,"A chts x ray sowing thothic caity with visbll lgn flids, rbb, nd cvlclss.",Lung,Lungs and heart,Lung,Lung,X-Ray,KG,0.83278704,0.7297842,0.45714512,0.035211477,5
1757,xmlab292/source.jpg,What modality is used to take this image?,The colorful bouquet of flowers in the vase adds a touch of beauty to any room.,CT,CT scan,Abdomen,CT,CT,Modality,0.86674154,0.57302356,0.54528034,0.010883007,3
2734,xmlab384/source.jpg,What color is the lung in the picture?,"""Lost in thought, she gazed at the bustling cityscape beyond her window.""",Black,Black,Lung,Black,X-Ray,Color,1.0,1.0,0.94063824,0.01371529,3
6349,xmlab312/source.jpg,Which part of the body does this image belong to?,"""Spine X-ray showing the vertebral column with clear visualization of the spine, heart, and diaphragm.""",Chest,Chest,Lung,Chest,X-Ray,Position,0.9999999,1.0000007,0.9350662,0.01636761,1
6181,xmlab235/source.jpg,Does the picture contain spleen?,"""CT scan of the abdomen showing the liver in its normal anatomical position.""",Yes,"No, it doesn't.",Abdomen,Yes,CT,Organ,0.8110964,0.12905236,0.0022463845,0.99541914,2
4592,xmlab630/source.jpg,Where does the picture show?,The bright stars in the dark sky create a mesmerizing sight.,Pelvic Cavity,In the pelvic region.,Pelvic Cavity,Pelvic Cavity,CT,Position,0.8546808,0.6580298,0.9350952,0.011799389,3
3763,xmlab516/source.jpg,Is this a T1 weighted or T2 weighted MRI image?,,T1,T1 weighted MRI image.,Brain_Tissue,T1,MRI,Modality,0.89280385,0.46905068,0.40311155,0.068034396,4
991,xmlab226/source.jpg,Does the picture contain spleen?,CT snan of the abdnomn showng the splen in itz normal anotomic posiiton.,Yes,"Yes, the picture contains spleen.",Abdomen,Yes,CT,Organ,0.8447475,0.20450786,0.48078227,0.008304163,5
6561,xmlab386/source.jpg,Where is the pleural effusion?,"""Pleural effusion is present in the upper right lung on the CT scan.""",Lower Left Lung,Upper right lung,Lung,Lower Left Lung,X-Ray,Position,0.9606365,0.882978,0.018756196,0.94574237,1
391,xmlab162/source.jpg,Where is/are the abnormality located?,Thxrgy wns n x-ray cfnng t he chst slyng h nrmnlty lctd ln tne cntnr f tnc rcyt .,Center,Center of the chest,Lung,Center,X-Ray,Position,0.83473223,0.6065637,0.4812671,0.0058372086,5
466,xmlab174/source.jpg,Is the lung healthy?,,No,"No, it's not healthy.",Lung,No,X-Ray,Abnormality,0.83818173,0.21205673,0.47872066,0.0026237664,4
6331,xmlab304/source.jpg,Which organs/organ in the picture belong to the circulatory system?,"""A chest CT scan showing the liver and kidneys, with the liver located centrally in the abdominal cavity.""",Heart,Liver and kidneys,Lung,Heart,X-Ray,KG,0.85576344,0.24166043,0.016437639,0.9626645,1
502,xmlab179/source.jpg,Does this image look abnormal?,"Ths imge is n X-ray of th thoracric rgn, shwing th lwn, hrt, nd dpfrmrmn. Th lwns prre t hvr rgrs o incrsd opctny, ssggtng pssbn f flu dr conflrstntion. Th hrt nd dpfrmn re vbls, nd",Yes,"Yes, it appears abnormal.",Lung,Yes,X-Ray,Abnormality,0.84868866,0.21584411,0.47614148,0.0017688198,5
6770,xmlab508/source.jpg,Where is the brain tumor?,,Left Lobe,Left temporal lobe,Brain_Tissue,Left Lobe,MRI,Position,0.79391015,0.855631,0.475117,0.017234249,4
699,xmlab201/source.jpg,What is the largest organ in the picture?,"""CT scan of the abdomen showing the heart as the largest organ in the image.""",Liver,Liver,Abdomen,Liver,CT,Size,0.99999994,0.99999964,0.95123094,0.013547564,1
512,xmlab180/source.jpg,Where is/are the abnormality located?,,"Right Lung, Left",Right lung field,Lung,"Right Lung, Left",X-Ray,Position,0.8645837,0.8000657,0.39268798,0.38223562,4
4491,xmlab612/source.jpg,Do any of the organs in the picture belong to the urinary system?,"A group of playful dogs frolic in a vibrant, sunlit meadow.",Yes,No,Pelvic Cavity,Yes,CT,KG,0.9992693,0.7334952,0.0021090945,0.99444443,3
143,xmlab118/source.jpg,Does the picture contain heart?,,No,"No, it does not.",Lung,No,CT,Organ,0.8154636,0.17489065,0.63481593,0.006466049,4
5847,xmlab563/source.jpg,What is the organ system visualized?,"A majestic eagle soars through a vibrant, sunlit sky.",Abdomen,Digestive system,Abdomen,Abdomen,CT,Organ,0.8400368,0.48095578,0.5786175,0.23641336,3
954,xmlab222/source.jpg,Is the liver healthy?,CT scannn of thhe abdomeen shoowing ahelthyl liiree wiith oon viisiblle anabnormalities.,Yes,"Yes, the liver appears healthy.",Abdomen,Yes,CT,Abnormality,0.85315675,0.097706296,0.47730488,0.0018301783,5
6546,xmlab385/source.jpg,Where is/are the effusion located?,"Th3 imgae 1s 3 n-x ray 0f th3 cehst, sh0wng th3 ll0w rft lufng wth nn ef7sshun.",Lower Left Lung,No effusion detected.,Lung,Lower Left Lung,X-Ray,Position,0.8343334,0.18947764,0.032365423,0.25043526,5
4752,xmlab78/source.jpg,What modality is used to take this image?,"Axl view of a braim MRI scna, demnstratinng ths atmmcal strcures o fh e bram wth hgh crrstt betwen dfnt tssy tpe.",MRI,MRI scan,Brain,MRI,MRI,Modality,0.86990917,0.9147987,0.7667346,0.016531711,5
1663,xmlab284/source.jpg,Does the picture contain heart?,Ct scan oF thE abDomen sh0wInG a crosSeCTIonAL vIew oF thE lIvEr anD suRrouNdIng stRuCtuRes.,No,"No, it does not.",Abdomen,No,CT,Organ,0.8154635,0.17489071,0.63481593,0.006466049,5
7019,xmlab90/source.jpg,Which part of the body does this image belong to?,,Chest,Thorax,Lung,Chest,CT,Position,0.8608651,0.5296208,0.31723985,0.40491492,4
4891,xmlab97/source.jpg,What modality is used to take this image?,"Axial computed tomography (CT) scan of the thoracic region, demonstrating the lung parenchyma with visible vascular structures and mediastinal structures.",CT,Axial CT scan,Lung,CT,CT,Modality,0.783552,0.41832083,0.48965722,0.013155316,6
3394,xmlab454/source.jpg,Which part do the organs in this image locate from the aspect of the whole body?,,Head,Brain,Brain_Tissue,Head,MRI,Position,0.9983581,0.5815781,0.7006162,0.023172894,4
4514,xmlab616/source.jpg,Does the picture contain the organ which has the effect of storing urine?,"""CT scan of the pelvic cavity showing the bladder, which is responsible for storing urine.""",Yes,"Yes, it does.",Pelvic Cavity,Yes,CT,KG,0.8194167,0.3198354,0.67911196,0.0019156305,2
698,xmlab201/source.jpg,Does this image look abnormal?,"""MR scan of the thorax showing a normal lung with no signs of abnormality.""",Yes,"No, it looks normal.",Abdomen,Yes,CT,Abnormality,0.8420495,0.22338119,0.0036718831,0.9861882,1
2489,xmlab36/source.jpg,Is the liver healthy?,MRI skan o f th bdbm showing hth lvr w th vbl abrrttrbty.,Yes,"No, it's not healthy.",Abdomen,Yes,MRI,Abnormality,0.8349791,0.12442571,0.0043846383,0.9607605,5
3952,xmlab545/source.jpg,Is there small bowel in this image?,"""An orange bird perches gracefully on a lush green branch.""",No,No,Abdomen,No,CT,Organ,0.9999999,0.9999999,0.9537381,0.0040999814,3
2612,xmlab371/source.jpg,Is this a study of the chest?,A group of people standing around a beautiful lake on a sunny day.,Yes,"No, it's not.",Lung,Yes,X-Ray,Organ,0.81132764,0.222397,0.0013480083,0.99709237,3
2967,xmlab403/source.jpg,Does the picture contain the organ which has the effect of discharging waste?,"CT scan of the brain, showing the skull and brain structures, with no visible organs related to waste discharge.",No,"No, it does not.",Brain_Face,No,CT,KG,0.8154635,0.17489065,0.63481593,0.006466049,6
5801,xmlab544/source.jpg,Is this a coronal plane?,"""Coronal CT scan of the abdomen showing a cross-sectional view of the liver, spleen, and surrounding structures.""",No,No,Abdomen,No,CT,Plane,0.9999999,0.9999999,0.95373815,0.0040999623,2
2869,xmlab397/source.jpg,"Which plane is the image scanned, transverse plane or coronal plane?",A vibrant sunset casts a warm glow over the serene ocean waves.,Transverse Plane,Transverse plane,Brain_Tissue,Transverse Plane,CT,Plane,0.9803919,0.9999999,0.9092313,0.033494968,3
766,xmlab206/source.jpg,Does the picture contain liver?,"""Axial magnetic resonance imaging (MRI) scan of the abdomen showing the kidneys, aorta, and surrounding abdominal structures.""",No,"No, it does not.",Abdomen,No,CT,Organ,0.8154636,0.17489071,0.6348161,0.006466076,1
635,xmlab194/source.jpg,"Which organ is abnormal, heart or lung?",,Lung,Heart appears abnormal.,Lung,Lung,X-Ray,Abnormality,0.8802885,0.30426544,0.029408695,0.764027,4
4495,xmlab614/source.jpg,Is this a study of the abdomen?,"""Starry night in the desert, with a camel wandering in the distance.""",No,No,Pelvic Cavity,No,CT,Organ,0.9999999,0.9999999,0.9537381,0.0040999814,3
6770,xmlab508/source.jpg,Where is the brain tumor?,A lone butterfly flutters amidst a kaleidoscope of vibrant flowers.,Left Lobe,In the brain image.,Brain_Tissue,Left Lobe,MRI,Position,0.812659,0.43231675,0.13977118,0.4859199,3
2735,xmlab384/source.jpg,How many organs are there in this image?,A cat with a ball of yarn in its paws sits on a windowsill.,2,Two,Lung,2,X-Ray,Quantity,0.9989386,0.81834704,0.95884514,0.005921837,3
980,xmlab225/source.jpg,Does the picture contain lung?,,No,"No, it does not.",Abdomen,No,CT,Organ,0.8154636,0.17489071,0.63481593,0.006466049,4
1794,xmlab295/source.jpg,Which part of the body does this image belong to?,"""Spine X-ray showing the lumbar vertebrae and ribs.""",Chest,Body's spine,Lung,Chest,X-Ray,Position,0.85550267,0.3806534,0.28588423,0.50909823,2
3327,xmlab445/source.jpg,How many kinds of abnormalities are there in this image?,"The mri scannin the braintis displays tow dinstic abnormlities, cahracterizied by irrreglar borers and slignt edemma surroudingn an oczipital leesion.",2,Two,Brain_Tissue,2,MRI,Quantity,0.9989386,0.8183472,0.95884514,0.005921837,5
395,xmlab163/source.jpg,Which part of the body does this image belong to?,,Chest,Chest,Lung,Chest,X-Ray,Position,0.9999999,1.0000007,0.9350662,0.016367588,4
6770,xmlab508/source.jpg,Where is the brain tumor?,"""CT scan of the brain showing a tumor located in the right lobe.""",Left Lobe,Right lobe,Brain_Tissue,Left Lobe,MRI,Position,0.8078739,0.9622157,0.003693868,0.9926739,2
3118,xmlab421/source.jpg,What is the scanning plane of this image?,Transverse plane CT scan of the neck.,Transverse Plane,Transverse plane,Neck,Transverse Plane,CT,Plane,0.980392,1.0000001,0.9092313,0.033494987,6
2504,xmlab362/source.jpg,How many existing lungs in this image?,"The image is an X-ray of the thoracic region, displaying both lungs.",2,Two existing lungs.,Lung,2,X-Ray,Quantity,0.8659584,0.14193258,0.5836893,0.02683707,6
4869,xmlab94/source.jpg,Is the lung healthy?,CT scan of the chest showing a normal lung without any visible abnormalities.,Yes,"Yes, the lung is healthy.",Lung,Yes,CT,Abnormality,0.8551461,0.11108828,0.4788069,0.0017288376,6
4611,xmlab633/source.jpg,How much damage will be caused to the body taking such an image?,"A playful dog frolics in the vibrant hues of a lush garden, ears flapping freely in the breeze.",Much,Minimal damage.,Pelvic Cavity,Much,CT,KG,0.8489767,0.25921148,0.0046147676,0.9825631,3
717,xmlab202/source.jpg,What diseases are included in the picture?,"""CT scan of the abdomen showing a kidney mass with irregular borders and surrounding edema.""",Liver Cancer,Kidney cancer,Abdomen,Liver Cancer,CT,Abnormality,0.89157796,0.65627337,0.030328147,0.9473388,2
154,xmlab120/source.jpg,What is the largest organ in the picture?,"""The largest organ in the picture is the liver, as indicated by the CT scan modality and the location metadata.""",Lung,Liver,Lung,Lung,X-Ray,Size,0.99905384,0.459922,0.13847083,0.802631,1
6762,xmlab506/source.jpg,Where is the brain tumor located?,Th3 MRT snn sho3s a brsn tum0r locat3d ln th l3w rft hbn.,Lower Left Lobe,Lower right hemisphere,Brain_Tissue,Lower Left Lobe,MRI,Position,0.89361894,0.6811031,0.011030942,0.9813768,5
3092,xmlab416/source.jpg,Does the picture contain heart?,"Axial computed tomography (CT) scan of the brain and face, demonstrating normal anatomical structures without evidence of heart involvement.",No,"No, it does not.",Brain_Face,No,CT,Organ,0.8154635,0.17489071,0.63481593,0.006466049,6
6427,xmlab344/source.jpg,Which organ system is imaged?,"""Brain MRI showing the cranial cavity, including the brain, skull, and spinal cord.""",Chest,Respiratory system,Lung,Chest,X-Ray,Organ,0.8035034,0.3054973,0.5257681,0.17574711,2
5073,xmlab22/source.jpg,Does the picture contain liver?,"""CT scan of the abdomen showing the spleen with a visible lesion.""",Yes,No,Abdomen,Yes,MRI,Organ,0.9992693,0.7334952,0.0021090987,0.99444443,2
1147,xmlab241/source.jpg,Does the picture contain heart?,"Axial computed tomography (CT) scan of the abdomen showing various abdominal organs and structures, including the intestines and abdominal cavity.",No,"No, it does not.",Abdomen,No,CT,Organ,0.8154635,0.1748906,0.63481593,0.006466049,6
3369,xmlab451/source.jpg,Where are the abnormalities in this image?,Th3 mR1 s0n oF th3 brAin tissu3 rEv3lls an abnrmlt1ty n th3 rIght loboe chtrct1zed bY irr3glar bdrrs nd sl1gt eDeM3 swrroung th3 lsEn.,Right Lobe,Right lobe of brain,Brain_Tissue,Right Lobe,MRI,Position,0.77619064,0.88791865,0.47965133,0.0072114808,5
3440,xmlab464/source.jpg,Where does the image represent in the body?,MRI snk d tbr n trss shwng n rgl lsn wth slt edm n th qcptr rgn.,Head,Brain,Brain_Tissue,Head,MRI,Position,0.9983581,0.5815781,0.7006162,0.023172805,5
4777,xmlab80/source.jpg,What is the largest organ in the picture?,"""The largest organ in the picture is the liver, as depicted in the MRI scan of the abdominal region.""",Lung,Liver,Lung,Lung,CT,Size,0.99905384,0.4599219,0.13847083,0.802631,1
895,xmlab217/source.jpg,Where is the liver?,"""Exploring the vast and colorful world of the ocean.""",Left,Liver on left side,Abdomen,Left,CT,Position,0.82674193,0.43465176,0.45804632,0.024339616,3
6968,xmlab628/source.jpg,What is the function of the organ on the bottom of this image?,"CT skan of th pelv cavit y shw the rctm nd signd coion, whch r rpsb l fr dtsgnng fd, absrbing wtr, nd xcrtn g bdy wste.","Digest food, absorb water, excrete body waste",Absorbs water and expels waste.,Pelvic Cavity,"Digest food, absorb water, excrete body waste",CT,KG,0.88959813,0.7718419,0.63842916,0.002141234,5
6205,xmlab25/source.jpg,Where is the liver?,,Not seen,Right side of image,Lung,Not seen,MRI,Position,0.82789785,0.26080573,0.048020072,0.52928567,4
2539,xmlab365/source.jpg,Is this a coronal section?,"Thiss ias acoronal sectiob x-ray o fthe lunngs ,showingthet horacic caviatyw iththeribsa ndspinevisible .Theimagedispalystheatipicals atomical strucuturesoftheches,tincludingt helungs,h eartanddiaphragmm.",Yes,"Yes, it is.",Lung,Yes,X-Ray,Plane,0.82594985,0.4241633,0.659315,0.0018857534,5
2959,xmlab403/source.jpg,Does the picture contain spinal cord?,"Axil comptuted tcmography CT scan ol the brat, demonstraing nrmal atomical strcutres wothot evdence ol spinal codd involvemnt.",No,No,Brain_Face,No,CT,Organ,0.99999994,0.9999999,0.95373815,0.0040999623,5
623,xmlab193/source.jpg,Where is/are the abnormality located?,"""The image is an X-ray of the abdomen, showing abnormalities in both the left and right lungs.""","Left Lung, Right",Left and right lungs,Lung,"Left Lung, Right",X-Ray,Position,0.91190946,0.8847294,0.9533446,0.009592323,2
34,xmlab107/source.jpg,What is the main organ in the image?,CT scann of th chest shwoing th lgon an d hart .,"Lung, Heart",Lungs and heart,Lung,"Lung, Heart",CT,Organ,0.9027827,0.89410305,0.97080064,0.008443836,5
4980,xmlab127/source.jpg,Does the lung look unhealthy?,"""The X-ray image of the lung shows a normal appearance, indicating that the lung is likely healthy.""",Yes,"No, it looks healthy.",Lung,Yes,X-Ray,Abnormality,0.8416765,0.23992518,0.003402168,0.98202467,2
2808,xmlab392/source.jpg,Where does the image represent in the body?,"""Spine X-ray image displaying the thoracic cavity, including the lungs, heart, and ribs.""",Chest,Thoracic cavity,Lung,Chest,X-Ray,Position,0.77141637,0.4337671,0.7408407,0.035100468,2
6448,xmlab350/source.jpg,How many organs are there in this image?,,2,Two,Lung,2,X-Ray,Quantity,0.9989386,0.8183472,0.95884514,0.005921848,4
5949,xmlab639/source.jpg,Do the organs in the image exist in the chest?,"""Axial computed tomography (CT) scan of the thoracic cavity showing the anatomical structures of the chest without any evidence of abdominal organs.""",No,"No, they don't.",Pelvic Cavity,No,CT,Position,0.816907,0.1793265,0.56225705,0.0070516462,2
4891,xmlab97/source.jpg,What modality is used to take this image?,"""A vibrant rainbow stretches across the sky, painting a breathtaking canvas of colors.""",CT,CT scan,Lung,CT,CT,Modality,0.86674154,0.57302356,0.54528034,0.010883007,3
5276,xmlab322/source.jpg,What organ system is pictured?,A vibrant array of flowers blooming in a garden with gentle sunlight casting long shadows.,Chest,Respiratory system,Lung,Chest,X-Ray,Organ,0.8035035,0.3054973,0.5257681,0.17574711,3
2808,xmlab392/source.jpg,Where does the image represent in the body?,"Chest X-ray image displaying the thoracic cavity, including the lungs, heart, and ribs.",Chest,Thoracic cavity,Lung,Chest,X-Ray,Position,0.77141637,0.4337671,0.7408407,0.035100468,6
4097,xmlab564/source.jpg,Are/Is there kidneys in the picture?,"A vibrant sunset casts a warm glow over a peaceful lake, reflecting the sky's fiery hues and softening the edges of the distant mountains.",Yes,"No, there are no kidneys.",Abdomen,Yes,CT,Organ,0.84674686,0.10802048,0.0025409309,0.99172366,3
3890,xmlab535/source.jpg,Which organ system is imaged?,"""Lost in thought, she sat by the serene lake, reflecting on the beauty of nature.""",Head,Brain,Brain_Tissue,Head,MRI,Organ,0.9983581,0.5815781,0.7006162,0.023172894,3
119,xmlab115/source.jpg,Is the lung healthy?,"The computed tomography (CT) scan of the chest reveals an abnormality in the lung, indicating an unhealthy condition.",No,"No, it's not healthy.",Lung,No,CT,Abnormality,0.8381817,0.21205673,0.47872066,0.0026237664,6
5699,xmlab478/source.jpg,What disease is/are shown on the right of brain?,"The MRI scan displays an abnormality in the brain tissue, characterized by irregular borders and slight edema surrounding a lesion.","Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor",Brain tumor,Brain_Tissue,"Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor",MRI,Abnormality,0.8518968,0.61966187,0.29590842,0.36493927,6
537,xmlab183/source.jpg,What diseases are included in the picture?,,Pneumothorax,Chest X-ray findings,Lung,Pneumothorax,X-Ray,Abnormality,0.8118894,0.5114264,0.19130275,0.12002011,4
2511,xmlab363/source.jpg,"Which side of lung is abnormal in this image,left or right?","""The image is an X-ray of the chest, showing an abnormality in the left lung.""",Right,Left lung is abnormal.,Lung,Right,X-Ray,Position,0.8494819,0.22261275,0.0070255324,0.7038604,2
6164,xmlab234/source.jpg,What diseases are included in the picture?,"CT scan of the abdomen showing an abnormality in the liver, consistent with liver cancer.",Liver Cancer,Liver cancer,Abdomen,Liver Cancer,CT,Abnormality,0.9800366,1.0000004,0.96235776,0.013539033,6
6939,xmlab604/source.jpg,What organ system is primarily present in this image?,"""Amidst the hustle and bustle of the city, a lone figure stands under a tree, lost in thought.""",Pelvic Cavity,Digestive system,Pelvic Cavity,Pelvic Cavity,CT,Organ,0.8352289,0.30274686,0.51029825,0.30255765,3
225,xmlab137/source.jpg,Which part of the body does this image belong to?,"Chest X-ray showing the thoracic cavity, including the lungs, heart, and ribs.",Chest,Chest,Lung,Chest,X-Ray,Position,0.9999999,1.0000007,0.9350662,0.016367652,6
698,xmlab201/source.jpg,Does this image look abnormal?,CT sann of teh abdoman shawing an abnorml massn in the lver wiht surounndng edemaa.,Yes,"Yes, it looks abnormal.",Abdomen,Yes,CT,Abnormality,0.84174097,0.26227266,0.4718796,0.0018919787,5
5463,xmlab380/source.jpg,What is the main organ in the image?,"""Kidney X-ray showing the abdominal cavity with visible ribs, clavicles, and the liver silhouette.""",Lung,Liver,Lung,Lung,X-Ray,Organ,0.99905384,0.4599219,0.13847157,0.80263007,1
728,xmlab203/source.jpg,Does the picture contain kidney?,A lone pelican gracefully glides across the tranquil blue waters of a serene lake.,No,No,Abdomen,No,CT,Organ,0.9999999,0.9999999,0.95373815,0.0040999623,3
5486,xmlab383/source.jpg,Which organs/organ in the picture belong to the respiratory system?,"A cxt X-ray swhing thoracic cavty wth vble ribbss , clivclles, nd the diphramm, nictntg t eprssion f rspirtory systmm.",Lung,Lungs and diaphragm,Lung,Lung,X-Ray,KG,0.8156397,0.7199954,0.47944972,0.035241082,5
1636,xmlab282/source.jpg,What is the white outline of the image?,"""CT scan of the liver showing the outline of the body.""",Body,Liver outline,Chest_lung,Body,CT,Organ,0.88493216,0.27437514,0.35949966,0.1669669,1
4992,xmlab129/source.jpg,What diseases are included in the picture?,"A chest X-ray showing bilateral atelectasis, characterized by decreased lung opacity and collapse of the lung tissue.",Atelectasis,Bilateral atelectasis,Lung,Atelectasis,X-Ray,Abnormality,0.82594436,0.8413121,0.40206146,0.0980139,6
870,xmlab215/source.jpg,"Which is bigger in this image, kidney or liver?","CT scan of the abdomen showing the liver and kidney, with the liver appearing larger than the kidney.",Liver,Liver is bigger.,Abdomen,Liver,CT,Size,0.8703345,0.6715799,0.48717391,0.019238234,6
5644,xmlab458/source.jpg,What diseases are included in the picture?,"""An MRI scan of the liver shows a large, irregularly shaped mass with surrounding inflammation.""","Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor",Liver cancer,Brain_Tissue,"Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor",MRI,Abnormality,0.8410139,0.3080465,0.008004486,0.9756045,1
2502,xmlab362/source.jpg,Can pneumonia be observed on the lower right lung in this picture?,"""A tranquil pond reflects the surrounding trees on a serene summer afternoon.""",No,"No, it cannot be observed.",Lung,No,X-Ray,Abnormality,0.8401855,0.21869135,0.47069415,0.0044599148,3
878,xmlab216/source.jpg,Does the picture contain spleen?,,Yes,"Yes, it does.",Abdomen,Yes,CT,Organ,0.8194167,0.3198354,0.67911184,0.0019156336,4
3272,xmlab439/source.jpg,Where is/are the abnormality located?,The mri scon showd an abnormailty locatet in ths uppr lft lob e fth bain tissus,Upper Left Lobe,Upper left lobe of brain tissue,Brain_Tissue,Upper Left Lobe,MRI,Position,0.8730585,0.86302054,0.4675297,0.018304782,5
3772,xmlab519/source.jpg,Is this an MRI image with T2 weighted?,The sun casts a warm glow over the idyllic countryside.,No,No,Brain_Tissue,No,MRI,Modality,0.9999999,0.9999999,0.95373815,0.0040999777,3
4218,xmlab577/source.jpg,Does the picture contain stomach?,"""CT scan of the abdomen showing the intestines with normal wall thickness and no visible abnormalities.""",Yes,"No, it doesn't.",Abdomen,Yes,CT,Organ,0.8110964,0.12905236,0.0022463845,0.99541914,2
1843,xmlab298/source.jpg,Which organ system is imaged?,"Chest X-ray showing the thoracic cavity, including the ribs, spine, and heart.",Chest,Respiratory system,Lung,Chest,X-Ray,Organ,0.8035035,0.30549717,0.5257685,0.17574655,6
3777,xmlab519/source.jpg,Is/Are there abnormalities in the patient's right brain lobe?,"Th3 MRI sccan ofl th ebrain tissuc sho ws n abormalit y ln th righ t brain lobc , carchrized b y irrul ar bo rders nd sligt edcmu s rourl ng th le snion .",Yes,"Yes, there are abnormalities.",Brain_Tissue,Yes,MRI,Abnormality,0.8619443,0.2192531,0.48148018,0.0024637554,5
6197,xmlab24/source.jpg,Does the picture contain kidney?,"Axial MRI scan of the abdomen showing a well-defined, hyperintense lesion in the liver with surrounding edema.",No,"No, it does not.",Abdomen,No,MRI,Organ,0.8154635,0.17489071,0.6348161,0.006466076,6
2849,xmlab395/source.jpg,Which organs/organ in the picture belong to sensory organs?,"CT scan of the brain tissue showing the anatomical structures of the brain, including the cerebral cortex and ventricles.",Eyes,Brain does not show sensory organs.,Brain_Tissue,Eyes,CT,KG,0.84681743,0.21915577,0.028602472,0.9078371,6
5211,xmlab285/source.jpg,What organ is the gray part on the left of the image?,Ct sncn oF tne Abdnm nshng th Lrwr Nn On tn Frst Sd oFn TImgt.,Liver,Liver,Abdomen,Liver,CT,Organ,0.99999994,0.99999964,0.95123106,0.013547519,5
5116,xmlab238/source.jpg,Does the picture contain liver?,"CT scan o the abdum showin a liver wi a well defined, round, hypo dense leesion.",Yes,"Yes, it contains liver.",Abdomen,Yes,CT,Organ,0.84618753,0.09205049,0.46834484,0.003977551,5
3993,xmlab55/source.jpg,Does the picture contain brian?,"Axial MRI scan of the brain demonstrating a symmetric, well-defined, hyperintense lesion in the left hemisphere, consistent with a possible infarct or demyelinating lesion.",Yes,"Yes, it contains brain.",Brain,Yes,MRI,Organ,0.85304946,0.19870988,0.47111392,0.0043958537,6
659,xmlab198/source.jpg,Where is/are the abnormality located?,"The imahge is nXray of the cchst, shouing teh lft nd rght luongs. Teh lft luong appers te haw n abnormality whiel teh rgt luong shoews sngs f oconsolidation.","Left Lung, Right",Left lung has abnormality.,Lung,"Left Lung, Right",X-Ray,Position,0.8611509,0.79243284,0.04099915,0.36446795,5
130,xmlab117/source.jpg,What modality is used to take this image?,"A vibrant flock of parrots gracefully perches on the lush, vibrant branches of a towering tropical tree.",CT,CT scan,Lung,CT,CT,Modality,0.86674154,0.57302356,0.5452801,0.010883029,3
3913,xmlab539/source.jpg,What is the function of the top organ in this picture?,,"Absorb water, excrete body waste",Liver stores blood.,Abdomen,"Absorb water, excrete body waste",CT,KG,0.8710424,0.36104703,0.021882527,0.786237,4
5463,xmlab380/source.jpg,What is the main organ in the image?,"""Liver X-ray showing the abdominal cavity with visible ribs, clavicles, and the heart silhouette.""",Lung,Liver,Lung,Lung,X-Ray,Organ,0.99905384,0.4599219,0.13847157,0.80263007,2
4452,xmlab608/source.jpg,Which part of the human body is the organ located in the image?,"""X-ray of the thoracic cavity showing the anatomical structures within the chest region.""",Pelvic Cavity,Chest,Pelvic Cavity,Pelvic Cavity,CT,Position,0.8256493,0.24537872,0.72190714,0.09304224,2
