_source_csv,index,img_name,question,caption,gt_answer,qwen_answer_withoutfilter,location,modality,content_type,bertscore_f1_withoutfilter,sbert_f1_withoutfilter,nli_entail_mean_withoutfilter,nli_contra_mean_withoutfilter,alignment_score
/content/qwen7b_oneword_irrelevant_test.csv,5182,xmlab263/source.jpg,Which is the kidney?,"""The sun sets over a serene beach, casting a warm glow over the tranquil ocean waves.""",Symmetrical to the bone marrow,Kidney is visible.,Abdomen,CT,Position,0.857011,0.24877678,0.22735147,0.38667506,3
/content/qwen7b_oneword_noisy_test.csv,5197,xmlab270/source.jpg,What is the rightmost organ in this image?,CT sck of tbe abdcm showibg the rhtt lung at the rftmst orgin ibi eimg.,Left Lung,Liver,Abdomen,CT,Organ,0.8728367,0.33561775,0.10019585,0.79514605,5
/content/qwen7b_oneword_irrelevant_test.csv,5200,xmlab285/source.jpg,What modality is used to take this image?,The vibrant colors of autumn leaves create a stunning contrast against the clear blue sky.,CT,CT scan,Abdomen,CT,Modality,0.86674154,0.57302356,0.54528034,0.010883007,3
/content/qwen7b_oneword_severely_inaccurate_test.csv,5202,xmlab285/source.jpg,Does this image look normal?,"""MR scan of the abdomen showing a normal organ with smooth borders and no surrounding edema.""",No,"Yes, it looks normal.",Abdomen,CT,Abnormality,0.8449137,0.19033788,0.001109199,0.9942709,1
/content/qwen7b_oneword_noisy_test.csv,5203,xmlab285/source.jpg,What is the largest organ in the picture?,Ct scann of th e abodomn shwign t he lver as t h lrgst ogn r in th imge.,Liver,Liver,Abdomen,CT,Size,0.99999994,0.99999964,0.95123106,0.013547519,5
/content/qwen7b_oneword_noisy_test.csv,5205,xmlab285/source.jpg,Does the picture contain kidney?,ctscan of abdnumen showng thre kidnies anr surrooundin strucre,Yes,"Yes, it contains kidneys.",Abdomen,CT,Organ,0.84716874,0.14414722,0.46554774,0.0037266994,5
/content/qwen7b_oneword_inaccurate_test.csv,5207,xmlab285/source.jpg,Does the picture contain lung?,"""CT scan of the abdomen showing various abdominal organs and structures, including the liver, spleen, and intestines, with evidence of lung tissue.""",No,"No, it does not.",Abdomen,CT,Organ,0.8154636,0.17489065,0.6348161,0.006466076,2
/content/qwen7b_oneword_noisy_test.csv,5208,xmlab285/source.jpg,Does the picture contain heart?,"CT sckn df th abdnmsh shwng vrrs abdmnl orgns nd strcfrs, includng th lr, spkn, nd ntnstbs, wthot t hprsns f th hrtr.",No,"No, it does not.",Abdomen,CT,Organ,0.8154635,0.17489071,0.63481593,0.006466049,5
/content/qwen7b_oneword_noisy_test.csv,5212,xmlab285/source.jpg,What is the scanning plane of this image?,Transverst peanee C35 snan of the abdenom,Transverse  Plane,Transverse plane,Abdomen,CT,Plane,0.9113918,1.0000001,0.8839521,0.036840178,5
/content/qwen7b_oneword_irrelevant_test.csv,5217,xmlab291/source.jpg,Does the picture contain kidney?,"A vibrant garden filled with blooming flowers in various shades of pink, red, and purple.",Yes,No,Abdomen,CT,Organ,0.9992693,0.7334952,0.0021090945,0.99444443,3
/content/qwen7b_oneword_original_test.csv,5221,xmlab291/source.jpg,What is the organ on the left side of this image?,CT scan of the abdomen showing the large bowel on the left side.,Large Bowel,Large bowel,Abdomen,CT,Organ,0.8050418,1.0000002,0.9770555,0.0021356493,6
/content/qwen7b_oneword_missing_test.csv,5233,xmlab303/source.jpg,Does the lung look abnormal?,,Yes,"Yes, it does.",Lung,X-Ray,Abnormality,0.8194167,0.3198354,0.67911196,0.0019156305,4
/content/qwen7b_oneword_irrelevant_test.csv,5236,xmlab303/source.jpg,How many organs are there in this image?,"""Amidst the vibrant colors of the sunset, a lone figure stands on the edge of the cliff, lost in contemplation.""",2,Two,Lung,X-Ray,Quantity,0.9989386,0.8183472,0.95884514,0.005921848,3
/content/qwen7b_oneword_inaccurate_test.csv,5240,xmlab307/source.jpg,Is this an MRI?,"""A chest MRI showing the thoracic cavity with visible ribs, clavicles, and the diaphragm.""",No,"No, it's not an MRI.",Lung,X-Ray,Modality,0.8301639,0.13499819,0.4601407,0.009024178,2
/content/qwen7b_oneword_noisy_test.csv,5241,xmlab307/source.jpg,What scanning plane does this image belong to?,"Coraline plean X-ray of teh thoric regin, showinbg the boyn strcukres otfhe shoulehrs, clevicls, nd ribbs.",Coronal Plane,Anteroposterior view,Lung,X-Ray,Plane,0.82353175,0.24104308,0.41289502,0.3825938,5
/content/qwen7b_oneword_severely_inaccurate_test.csv,5244,xmlab307/source.jpg,Where is the atelectasis in the lung?,"""A chest CT scan shows atelectasis in the upper left lung.""",Lower Right Lung,Upper left lung,Lung,X-Ray,Position,0.9664668,0.8979882,0.013658131,0.9566163,1
/content/qwen7b_oneword_noisy_test.csv,5256,xmlab309/source.jpg,What scanning plane does this image belong to?,"Coronal plane x-ray of tharacic region, showin the bonu strucyres of rhe rbs nd cvalices, wih e cenral focys oon rhe hert nd lung felds.",Coronal Plane,Coronal plane,Lung,X-Ray,Plane,0.9856654,1.0000001,0.8886307,0.04606402,5
/content/qwen7b_oneword_missing_test.csv,5262,xmlab309/source.jpg,Is this image normal?,,No,No,Lung,X-Ray,Abnormality,0.9999999,0.9999999,0.95373815,0.0040999777,4
/content/qwen7b_oneword_irrelevant_test.csv,5264,xmlab309/source.jpg,Can infiltration be observed on the right lung in this picture?,"""The vibrant colors of autumn leaves create a picturesque scene.""",Yes,"Yes, infiltration visible.",Lung,X-Ray,Abnormality,0.8803002,0.19075744,0.47888598,0.003334895,3
/content/qwen7b_oneword_inaccurate_test.csv,5268,xmlab309/source.jpg,How to treat the disease located on the right of lung in this image?,"""CT scan of the thoracic region showing a left-sided lung opacity, which may require medical treatment.""",Medical treatment,Consult a pulmonologist.,Lung,X-Ray,KG,0.8622367,0.25976956,0.45014274,0.0035600916,2
/content/qwen7b_oneword_noisy_test.csv,5271,xmlab322/source.jpg,What is the scanning plane of this image?,"Coronal pplane xray of throracic rgn, sowing thbny stuctres f rbis nd spine, wth tlungs nd hrt visble n tncntnd lwr ptions f imgt.",Coronal Plane,Coronal plane,Lung,X-Ray,Plane,0.9856654,1.0000001,0.88863087,0.046063982,5
/content/qwen7b_oneword_inaccurate_test.csv,5280,xmlab322/source.jpg,What color does the right lung show in the picture?,"""The image is an MRI of the chest, showing the right lung in white.""",Black,White,Lung,X-Ray,Color,0.99962646,0.758699,0.010418155,0.98138887,2
/content/qwen7b_oneword_irrelevant_test.csv,5289,xmlab324/source.jpg,Where is/are the mass located in this image?,"A bustling cityscape at dusk, with silhouettes of towering buildings and twinkling streetlights.",Left Lung,Not visible in image.,Lung,X-Ray,Position,0.84787315,0.11895902,0.038649544,0.48994195,3
/content/qwen7b_oneword_original_test.csv,5290,xmlab324/source.jpg,What organ system is primarily present in this image?,"Chest X-ray showing the thoracic cavity with clear visualization of the lungs, heart, and diaphragm.",Chest,Respiratory system,Lung,X-Ray,Organ,0.8035035,0.30549717,0.5257681,0.17574711,6
/content/qwen7b_oneword_original_test.csv,5295,xmlab324/source.jpg,What color does the left lung show in the picture?,"The image is an X-ray of the chest, showing the left lung in black, indicating the presence of air or a similar radiopaque substance.",Black,Black,Lung,X-Ray,Color,1.0,1.0,0.94063836,0.013715292,6
/content/qwen7b_oneword_original_test.csv,5297,xmlab324/source.jpg,What is the effect of the main organ in this picture?,"Lung X-ray showing the thoracic cavity with clear lung fields and visible ribs, indicating normal breathing function.",Breathe,Normal breathing function.,Lung,X-Ray,KG,0.82750905,0.5185208,0.8913101,0.0039013068,6
/content/qwen7b_oneword_original_test.csv,5298,xmlab324/source.jpg,What kind of symptoms will the disease on the left of lung bring to the patient?,"The image is an X-ray of the chest, showing the left lung with a visible abnormality. The symptoms that the disease on the left lung may bring to the patient include dyspnea, hemoptysis, and chest pain.","Dyspnea, hemoptysis, chest pain","Dyspnea, hemoptysis, chest pain.",Lung,X-Ray,KG,0.9927314,0.9826808,0.99290127,0.0017036723,6
/content/qwen7b_oneword_missing_test.csv,5299,xmlab324/source.jpg,Which organs/organ is part of the respiratory system in this image?,,Lung,Lungs and heart,Lung,X-Ray,KG,0.83278704,0.7297842,0.457145,0.035211496,4
/content/qwen7b_oneword_severely_inaccurate_test.csv,5301,xmlab330/source.jpg,Is this a coronal plane?,"""Axial plane CT scan of the thoracic region, showing the bony structures of the ribs and spine with no visible abnormalities.""",Yes,No,Lung,X-Ray,Plane,0.9992693,0.7334952,0.0021090927,0.99444443,1
/content/qwen7b_oneword_original_test.csv,5319,xmlab34/source.jpg,Does the picture contain kidney?,"Axial MRI scan of the abdomen showing a cross-sectional view of the abdominal cavity, with no visible presence of the kidneys.",No,"No, it does not.",Abdomen,MRI,Organ,0.8154635,0.17489071,0.63481593,0.006466049,6
/content/qwen7b_oneword_noisy_test.csv,5320,xmlab34/source.jpg,Does the picture contain spleen?,"Axial MIR scan oh thw abddemn shooyng cros sctional vew of thh abdominal cavitry, inlcudng thhe liverrr, kidneeyys, nd inntestinns, wthout tthe prsenece oh fhe splenn.",No,"No, it does not.",Abdomen,MRI,Organ,0.8154635,0.17489071,0.63481593,0.006466049,5
/content/qwen7b_oneword_original_test.csv,5336,xmlab347/source.jpg,Which organs/organ in the picture belong to the circulatory system?,A chest X-ray showing the thoracic cavity with the heart visible in the central region.,Heart,Heart,Lung,X-Ray,KG,0.9999999,1.0000006,0.927407,0.021847183,6
/content/qwen7b_oneword_missing_test.csv,5342,xmlab348/source.jpg,Is this a study of the chest?,,Yes,"Yes, it's a chest study.",Lung,X-Ray,Organ,0.8440519,0.20340773,0.4697914,0.0021767437,4
/content/qwen7b_oneword_inaccurate_test.csv,5348,xmlab348/source.jpg,How many existing heart in this image?,"""Two hearts are visible in the X-ray image of the chest.""",1,One heart,Lung,X-Ray,Quantity,0.87989444,0.41090515,0.4631446,0.21249603,2
/content/qwen7b_oneword_missing_test.csv,5350,xmlab348/source.jpg,What kind of symptoms will the disease on the lower left of lung bring to the patient?,,"Cough foamy mucus sputum, dyspnea, cough, chest pain","Coughing, shortness of breath.",Lung,X-Ray,KG,0.8574473,0.6816614,0.5924648,0.0059233196,4
/content/qwen7b_oneword_irrelevant_test.csv,5358,xmlab349/source.jpg,What organ system is primarily present in this image?,"""The sun shone brightly on the bustling street market.""",Chest,Respiratory system,Lung,X-Ray,Organ,0.8035035,0.30549723,0.52576876,0.17574652,3
/content/qwen7b_oneword_original_test.csv,5373,xmlab351/source.jpg,What organ system is primarily present in this image?,"Chest X-ray showing the thoracic cavity, including the ribs, spine, and diaphragm.",Chest,Respiratory system,Lung,X-Ray,Organ,0.8035035,0.30549717,0.5257681,0.17574711,6
/content/qwen7b_oneword_irrelevant_test.csv,5376,xmlab351/source.jpg,Can cardiomegaly be observed in this picture?,"""The vibrant colors of autumn leaves paint a beautiful canvas in the serene forest.""",Yes,No,Lung,X-Ray,Abnormality,0.9992693,0.7334952,0.0021090945,0.99444443,3
/content/qwen7b_oneword_severely_inaccurate_test.csv,5379,xmlab351/source.jpg,What is the function of the main organ in this picture?,"""A chest CT scan showing the thoracic cavity with visible ribs, clavicles, and the diaphragm, indicating the function of the main organ is to digest.""",Breathe,Lungs breathe,Lung,X-Ray,KG,0.81639165,0.7557329,0.82750344,0.0026103025,1
/content/qwen7b_oneword_inaccurate_test.csv,5383,xmlab353/source.jpg,In what plane is this image scanned?,"""Transverse plane X-ray of the thoracic region, showing the bony structures of the ribs and clavicles, with no specific pathologies or devices visible.""",Coronal Plane,Transverse plane,Lung,X-Ray,Plane,0.87605983,0.4604544,0.10429346,0.85682917,2
/content/qwen7b_oneword_original_test.csv,5399,xmlab359/source.jpg,Which part of the human body is the organ located in the image?,"Chest X-ray showing the thoracic cavity with visible ribs, clavicles, and the diaphragm.",Chest,Thoracic cavity,Lung,X-Ray,Position,0.77141637,0.43376705,0.7408407,0.035100468,6
/content/qwen7b_oneword_noisy_test.csv,5401,xmlab359/source.jpg,Where is/are the mass located?,The imgee is an x-ray of the chest shhowing biatilal mssess localedn i the lungen flilds.,Both Lung,Lung fields,Lung,X-Ray,Position,0.8746901,0.65062094,0.31003106,0.16367476,5
/content/qwen7b_oneword_inaccurate_test.csv,5415,xmlab360/source.jpg,Where is/are the abnormality located in this picture?,"""An X-ray of the abdomen shows both kidneys, with no visible abnormalities.""",Both Lung,"Abdomen, kidneys",Lung,X-Ray,Position,0.82452756,0.4633785,0.02332075,0.93698454,2
/content/qwen7b_oneword_irrelevant_test.csv,5418,xmlab360/source.jpg,What organ system is pictured?,A vibrant garden blooms with colorful flowers under a clear blue sky.,Chest,Respiratory system,Lung,X-Ray,Organ,0.8035035,0.30549723,0.5257681,0.17574711,3
/content/qwen7b_oneword_irrelevant_test.csv,5431,xmlab366/source.jpg,What part of the lung is the pneumonia located in?,A majestic bald eagle soars high in the crisp blue sky.,Lower Left Lung,Right lower lobe,Lung,X-Ray,Position,0.88542306,0.6476772,0.103440784,0.85156214,3
/content/qwen7b_oneword_irrelevant_test.csv,5443,xmlab379/source.jpg,What scanning plane does this image belong to?,"""The vibrant colors of autumn leaves contrast beautifully with the crisp blue sky.""",Coronal Plane,Anterior-posterior plane,Lung,X-Ray,Plane,0.8715051,0.3711731,0.4683328,0.34277087,3
/content/qwen7b_oneword_original_test.csv,5445,xmlab379/source.jpg,Where is the heart in this image?,"The heart is located in the center of the image, as indicated by the position of the ribs and the diaphragm.",Center,Center of the image,Lung,X-Ray,Position,0.82360387,0.686197,0.66298056,0.004645416,6
/content/qwen7b_oneword_inaccurate_test.csv,5448,xmlab379/source.jpg,Is this a study of the chest?,"""An abdominal CT scan, which offers detailed views of the abdominal organs, including the liver, kidneys, and intestines.""",Yes,"No, it's not.",Lung,X-Ray,Organ,0.81132764,0.222397,0.0013480083,0.99709237,2
/content/qwen7b_oneword_severely_inaccurate_test.csv,5449,xmlab379/source.jpg,Is the lung normal appearing?,"""The CT scan of the abdomen reveals a normal liver, indicating no pathological condition.""",No,No,Lung,X-Ray,Abnormality,0.9999999,0.9999999,0.95373815,0.0040999777,1
/content/qwen7b_oneword_severely_inaccurate_test.csv,5452,xmlab379/source.jpg,What color does the right lung show in the picture?,"The image is an MRI scan of the chest, showing the right lung in red.",Gray,Red,Lung,X-Ray,Color,0.9988048,0.63491035,0.004493584,0.98994744,1
/content/qwen7b_oneword_severely_inaccurate_test.csv,5467,xmlab380/source.jpg,What color does the right lung show in the picture?,"""The image is an MRI of the chest, showing the right lung in white, indicating the absence of a mass or lesion within the lung field.""",Black,White,Lung,X-Ray,Color,0.99962646,0.7586989,0.010418134,0.9813889,1
/content/qwen7b_oneword_original_test.csv,5468,xmlab380/source.jpg,How many lungs are shown in this image?,"The image is an X-ray of the thoracic region, displaying both lungs.",2,Two lungs shown.,Lung,X-Ray,Quantity,0.8443429,0.12873608,0.47129786,0.03694241,6
/content/qwen7b_oneword_original_test.csv,5475,xmlab383/source.jpg,Where is the abnormality in this image?,"The image is an X-ray of the chest, showing an abnormality in the lower right lung.",Lower Right Lung,Lower right lung,Lung,X-Ray,Position,0.9773207,0.9999997,0.9748752,0.005373038,6
/content/qwen7b_oneword_inaccurate_test.csv,5479,xmlab383/source.jpg,Is/Are there abnormalities in the patient's right lung?,"The image is an X-ray of the patient's chest, showing the left lung with an abnormality. The specific nature of the abnormality is not provided in the metadata.",Yes,"Yes, there is an abnormality.",Lung,X-Ray,Abnormality,0.8433512,0.26817068,0.48036048,0.0015303476,2
/content/qwen7b_oneword_missing_test.csv,5490,xmlab391/source.jpg,Which part of chest is abnormal in this image?,,Heart,Right lung appears abnormal.,Lung,X-Ray,Position,0.8501239,0.14540654,0.019496629,0.707201,4
/content/qwen7b_oneword_severely_inaccurate_test.csv,5497,xmlab391/source.jpg,What color does the left lung show in the picture?,"""The image is an MRI scan of the thoracic region, displaying the left lung in white, indicating the presence of a dense substance within the lung field.""",Black,White,Lung,X-Ray,Color,0.99962646,0.758699,0.010418155,0.98138887,1
/content/qwen7b_oneword_severely_inaccurate_test.csv,5512,xmlab394/source.jpg,How many existing parotids in this image?,"""CT scan of the brain tissue showing a cross-sectional view with two visible parotid glands present.""",0,Two parotids visible.,Brain_Tissue,CT,Quantity,0.8277444,0.0753998,0.14441374,0.5388559,1
/content/qwen7b_oneword_severely_inaccurate_test.csv,5514,xmlab394/source.jpg,How much damage will be caused to the body taking such an image?,"""X-ray of the brain tissue showing severe anatomical damage due to excessive radiation exposure.""",Much,Significant damage possible.,Brain_Tissue,CT,KG,0.8546946,0.22567365,0.54190046,0.0055589783,1
/content/qwen7b_oneword_severely_inaccurate_test.csv,5519,xmlab4/source.jpg,Which part of the body does this image belong to?,"""CT scan of the chest displaying a mass with smooth edges and no visible lymphadenopathy.""",Abdomen,Chest,Abdomen,MRI,Position,0.8396917,0.41943026,0.75784296,0.065373704,1
/content/qwen7b_oneword_irrelevant_test.csv,5524,xmlab404/source.jpg,What modality is used to take this image?,A colorful butterfly flutters gracefully among the vibrant flowers in a sunny garden.,CT,CT scan,Brain_Face,CT,Modality,0.86674154,0.57302356,0.54528034,0.010883007,3
/content/qwen7b_oneword_original_test.csv,5525,xmlab404/source.jpg,Is this a coronal section?,"""CT scan of the brain showing a coronal section with clear visualization of the skull, brain structures, and surrounding tissues.""",No,"Yes, it is coronal.",Brain_Face,CT,Plane,0.8536043,0.17899328,0.0016490768,0.97972065,6
/content/qwen7b_oneword_missing_test.csv,5526,xmlab404/source.jpg,Which part of the body does this image belong to?,,Head,Head,Brain_Face,CT,Position,0.99999994,1.0000004,0.9360632,0.010336571,4
/content/qwen7b_oneword_noisy_test.csv,5528,xmlab404/source.jpg,Is this a study of the neck?,"Axial cmmputed tmmography (CT) sman o the bram , dmoinstratng nmral amnotcmcl structms wthout evecng ef CTmcr patholgy .",No,"No, it's not.",Brain_Face,CT,Organ,0.8157383,0.29406866,0.633266,0.0039044418,5
/content/qwen7b_oneword_irrelevant_test.csv,5529,xmlab404/source.jpg,Does the trachea exist in this picture?,"""The sun sets over the mountains, casting a warm glow over the valley below.""",No,No,Brain_Face,CT,Organ,0.9999999,0.9999999,0.95373815,0.0040999623,3
/content/qwen7b_oneword_inaccurate_test.csv,5541,xmlab408/source.jpg,Where is the tooth in this image?,"""The CT scan shows the brain and face, with a tooth located at the bottom of the image.""",Top,Bottom of the image,Brain_Face,CT,Position,0.8279427,0.50811833,0.034498286,0.91227597,2
/content/qwen7b_oneword_inaccurate_test.csv,5549,xmlab408/source.jpg,What is the shape of tooth in this image?,"""CT scan of the brain and face showing a V-shaped structure.""",U-shaped,V-shaped,Brain_Face,CT,Shape,0.9990537,0.6686547,0.0192144,0.967033,2
/content/qwen7b_oneword_severely_inaccurate_test.csv,5554,xmlab418/source.jpg,Is this an MRI scan?,"""Axial magnetic resonance imaging (MRI) scan of the brain and face, demonstrating normal anatomical structures without evidence of acute pathology.""",No,"No, it's not.",Brain_Face,CT,Modality,0.81573844,0.29406866,0.6332655,0.0039044516,1
/content/qwen7b_oneword_severely_inaccurate_test.csv,5555,xmlab418/source.jpg,Is this sagittal plane?,"""Coronal CT scan of the head showing normal brain structures including the frontal lobe, temporal lobe, and cerebellum.""",No,"No, it's coronal.",Brain_Face,CT,Plane,0.85038865,0.22942683,0.4489782,0.016531035,1
/content/qwen7b_oneword_original_test.csv,5560,xmlab418/source.jpg,What color does the mandible show in the picture?,The CT scan of the brain and face shows the mandible as a white structure in the image.,White,White,Brain_Face,CT,Color,0.9999999,1.0000001,0.9296545,0.010527857,6
/content/qwen7b_oneword_original_test.csv,5565,xmlab42/source.jpg,Which part of the body does this image belong to?,MRI scan of the brain showing an irregular lesion with surrounding edema in the occipital region.,Brain,Brain,Brain,MRI,Position,1.0,0.99999976,0.918787,0.0166767,6
/content/qwen7b_oneword_original_test.csv,5567,xmlab42/source.jpg,What is the main organ in the image?,MRI scan of the brain showing an irregular lesion with surrounding edema.,Brain,Brain,Brain,MRI,Organ,1.0,0.99999976,0.918787,0.0166767,6
/content/qwen7b_oneword_missing_test.csv,5569,xmlab42/source.jpg,Does the picture contain brian?,,Yes,"Yes, it contains brain.",Brain,MRI,Organ,0.85304946,0.1987098,0.47111386,0.0043958668,4
/content/qwen7b_oneword_missing_test.csv,5580,xmlab420/source.jpg,Does the temporal lobe appear in this image?,,No,No,Neck,CT,Organ,0.9999999,0.9999999,0.9537381,0.0040999814,4
/content/qwen7b_oneword_missing_test.csv,5585,xmlab420/source.jpg,Do any of the organs in the picture belong to the respiratory system?,,Yes,No,Neck,CT,KG,0.9992693,0.7334952,0.0021090945,0.99444443,4
/content/qwen7b_oneword_irrelevant_test.csv,5599,xmlab424/source.jpg,Are there organs in the picture that can discharge waste?,"A vibrant sunset paints the sky with hues of orange and pink, casting a warm glow over the tranquil ocean below.",No,"No, no organs visible.",Neck,CT,KG,0.8669038,0.2057877,0.4762181,0.003946199,3
/content/qwen7b_oneword_noisy_test.csv,5604,xmlab426/source.jpg,Does the spinal cord appear in this image?,CT scan oof he neek shoing th e spial cor.,Yes,"No, it does not.",Neck,CT,Organ,0.8119194,0.18156867,0.0016267325,0.99661684,5
/content/qwen7b_oneword_noisy_test.csv,5608,xmlab426/source.jpg,What is the shape of larynx about this patient?,Ct scan on the neck showinng and oval shapee larynx,Oval,Oval-shaped larynx,Neck,CT,Shape,0.81506544,0.52742594,0.39986873,0.093679614,5
/content/qwen7b_oneword_noisy_test.csv,5609,xmlab426/source.jpg,What is the effect of the black hollow tissue in this picture?,"CT skan of teh nek sowing a blak hokkyl tissu, lkyely repesenting a sugericl defec ot a psto-opertiv cyticyy, wih surroinng sof tissu ad bown strucures visibale.","Ventilation, pronunciation",Indicates surgical defect.,Neck,CT,KG,0.8114785,0.20342837,0.020121943,0.8688107,5
/content/qwen7b_oneword_missing_test.csv,5615,xmlab448/source.jpg,Is this a transverse plane?,,Yes,"Yes, it is.",Brain_Tissue,MRI,Plane,0.82595,0.42416328,0.6593152,0.0018857566,4
/content/qwen7b_oneword_inaccurate_test.csv,5617,xmlab448/source.jpg,Where is the brain edema?,"""CT scan of the brain showing right lobe edema.""",Left Lobe,Right lobe,Brain_Tissue,MRI,Position,0.8078739,0.9622157,0.003693868,0.9926739,2
/content/qwen7b_oneword_noisy_test.csv,5619,xmlab448/source.jpg,What disease is/are shown on the left of brain?,MRI scan brin shawing n arca af abnormnal signl inenstcy cnsistnt wth brin ddmna.,Brain Edema,Alzheimer's disease,Brain_Tissue,MRI,Abnormality,0.82337636,0.44151187,0.118295595,0.68312037,5
/content/qwen7b_oneword_irrelevant_test.csv,5622,xmlab455/source.jpg,What is the mr weighting in this image?,"""A vibrant garden blooms with an array of colorful flowers.""",T2,T2-weighted MRI,Brain_Tissue,MRI,Modality,0.8720163,0.44387868,0.39129505,0.07161279,3
/content/qwen7b_oneword_noisy_test.csv,5637,xmlab457/source.jpg,What kind of symptoms will the disease on the left lobe of brain in the picture bring to the patient?,"The MRI snk oth tne braot tisue shs n irrgl leshon om t eft lbte, amnatedy b lcal dedm. Tiss finging m y bssocitd wth smptoms suh s cfnnsion nd ncreased intcraecn prcssur.","Encephalomalacia, local edema, confusion, increased intracranial pressure",Confusion and increased intracranial pressure,Brain_Tissue,MRI,KG,0.91350406,0.7845813,0.50089914,0.0020755802,5
/content/qwen7b_oneword_missing_test.csv,5645,xmlab458/source.jpg,How many kinds of abnormalities are there in this image?,,3,One kind.,Brain_Tissue,MRI,Quantity,0.88003683,0.25884277,0.022615995,0.9337918,4
/content/qwen7b_oneword_original_test.csv,5651,xmlab46/source.jpg,What is the largest organ in the picture?,"MRI scan of the brain showing a large, irregularly shaped lesion with surrounding edema.",Brain,Brain,Brain,MRI,Size,1.0,0.99999976,0.9187868,0.016676752,6
/content/qwen7b_oneword_irrelevant_test.csv,5655,xmlab46/source.jpg,Where is/are the abnormality located?,"""Strolling through the vibrant streets of a bustling city.""",Left,Brain,Brain,MRI,Position,0.9987002,0.2680741,0.23532255,0.33232635,3
/content/qwen7b_oneword_original_test.csv,5672,xmlab462/source.jpg,What disease is/are shown on the right of brain?,Axial MRI scan of the brain showing an irregularly enhancing mass lesion with surrounding edema in the right hemisphere.,"Brain Enhancing Tumor, Brain Edema, Brain Non-enhancing Tumor",Brain tumor,Brain_Tissue,MRI,Abnormality,0.85426766,0.621133,0.30826372,0.4791779,6
/content/qwen7b_oneword_original_test.csv,5678,xmlab465/source.jpg,Which part of the human body is the organ located in the image?,"Axial MRI scan of the brain, showing a region of abnormal signal intensity within the cerebral cortex, suggestive of a focal lesion.",Head,Brain,Brain_Tissue,MRI,Position,0.9983581,0.58157796,0.7006162,0.023172894,6
/content/qwen7b_oneword_severely_inaccurate_test.csv,5680,xmlab465/source.jpg,What is the organ system visualized?,"""Coronal CT scan of the liver organ system, displaying the abdominal region.""",Head,Liver,Brain_Tissue,MRI,Organ,0.99759823,0.3084459,0.051524837,0.8919085,1
/content/qwen7b_oneword_irrelevant_test.csv,5690,xmlab476/source.jpg,Is/Are there abnormalities in the patient's left brain lobe?,A dog in a red sweater is happily jumping into the snow.,Yes,No abnormalities detected.,Brain_Tissue,MRI,Abnormality,0.83685136,0.017215213,0.069100596,0.39085737,3
/content/qwen7b_oneword_missing_test.csv,5695,xmlab478/source.jpg,Is this a coronal section?,,No,"Yes, it is.",Brain_Tissue,MRI,Plane,0.82963127,0.22035049,0.001373372,0.99600136,4
/content/qwen7b_oneword_noisy_test.csv,5701,xmlab478/source.jpg,How to prevent the occurrence of the disease on the right lobe of brain in this image?,"""brain mri shawing an irrulal lesion on righr lobw with slieht edemw srounring iit.""","Pay attention to dietary hygiene, strengthen physical fitness and avoid brain trauma",Consult a neurologist.,Brain_Tissue,MRI,KG,0.85268646,0.28959283,0.03163517,0.062458027,5
/content/qwen7b_oneword_noisy_test.csv,5707,xmlab482/source.jpg,What is the organ system visualized?,"MRI scran of the head, shwoing an irralerly shpaped lesyon wth surronding eedma in th brawn tissus.",Head,Brain,Brain_Tissue,MRI,Organ,0.9983581,0.5815781,0.7006162,0.023172894,5
/content/qwen7b_oneword_original_test.csv,5713,xmlab488/source.jpg,Do the organs in the image exist in the head?,"Axial MRI scan of the brain tissue, showing a region of interest with irregular borders and slight edema.",Yes,"Yes, they do.",Brain_Tissue,MRI,Position,0.818912,0.33326325,0.5991931,0.002113773,6
/content/qwen7b_oneword_irrelevant_test.csv,5714,xmlab488/source.jpg,Where are the abnormalities in this image?,A lone seagull perched on a driftwood log by the sea.,Upper Right Lobe,No abnormalities detected.,Brain_Tissue,MRI,Position,0.83524215,0.19048506,0.011843428,0.5710253,3
/content/qwen7b_oneword_missing_test.csv,5718,xmlab488/source.jpg,How many kinds of abnormalities are there in this image?,,3,One kind.,Brain_Tissue,MRI,Quantity,0.88003683,0.25884277,0.022615995,0.9337918,4
/content/qwen7b_oneword_irrelevant_test.csv,5724,xmlab499/source.jpg,Which hemisphere is normal?,A cozy café filled with the scent of freshly brewed coffee.,Right,Left hemisphere,Brain_Tissue,MRI,Position,0.8225515,0.24524789,0.008092456,0.98480743,3
/content/qwen7b_oneword_original_test.csv,5725,xmlab499/source.jpg,Is this a study of the pelvic cavity?,"Axial MRI scan of the brain tissue, demonstrating a well-defined, hyperintense lesion in the occipital lobe with surrounding edema.",No,"No, it's not.",Brain_Tissue,MRI,Organ,0.8157383,0.29406866,0.6332656,0.0039044558,6
/content/qwen7b_oneword_severely_inaccurate_test.csv,5735,xmlab503/source.jpg,How many kinds of abnormalities are there in this image?,"""The MRI scan of the brain tissue reveals four distinct abnormalities, characterized by irregular borders and slight edema surrounding a parietal lesion.""",3,Four abnormalities.,Brain_Tissue,MRI,Quantity,0.89896405,0.23968269,0.035977714,0.7245625,1
